,Gene_Name,Product,Lineage,Tax ID,GO_Terms
7479,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
7480,arnC_4,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7481,hcaB,3-phenylpropionate-dihydrodiol,f__Methanobacteriaceae,2159,No GO terms found
7482,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7483,ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
7484,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
7485,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
7486,pnp,Polyribonucleotide nucleotidyltransferase,f__Methanobacteriaceae,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
7487,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7488,tatD_2,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0004536 (DNA nuclease activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7489,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7490,fadB,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
7491,malK_2,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7492,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
7493,arnC_6,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7494,rhaD,L-rhamnose 1-dehydrogenase,f__Methanobacteriaceae,2159,GO:0016491 (oxidoreductase activity) [Confidence: IEA:UniProtKB-KW]
7495,msrB,Peptide methionine sulfoxide reductase MsrB,f__Methanobacteriaceae,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
7496,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7497,malK_4,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7498,hisC_2,Histidinol-phosphate aminotransferase,f__Methanobacteriaceae,2159,GO:0004400 (histidinol-phosphate transaminase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:InterPro]
7499,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7500,ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
7501,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
7502,tdh,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]
7503,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7504,msrA,Peptide methionine sulfoxide reductase MsrA,f__Methanobacteriaceae,2159,GO:0008113 (peptide-methionine (S)-S-oxide reductase activity) [Confidence: IEA:UniProtKB-UniRule]
7505,btuD_2,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7506,arnC_3,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7507,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7508,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7509,rssB,Regulator of RpoS,f__Methanobacteriaceae,2159,GO:0000156 (phosphorelay response regulator activity) [Confidence: IEA:TreeGrafter]; GO:0000976 (transcription cis-regulatory region binding) [Confidence: IEA:TreeGrafter]
7510,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7511,aqpM,putative aquaporin AqpM,f__Methanobacteriaceae,2159,GO:0015267 (channel activity) [Confidence: IEA:InterPro]
7512,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
7513,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
7514,noc,Nucleoid occlusion protein,f__Methanobacteriaceae,2159,No GO terms found
7515,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7516,ubiG,Ubiquinone biosynthesis O-methyltransferase,f__Methanobacteriaceae,2159,GO:0102208 (2-polyprenyl-6-hydroxyphenol methylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0061542 (3-demethylubiquinol-n 3-O-methyltransferase activity) [Confidence: IEA:UniProtKB-EC]
7517,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
7518,dapA_1,4-hydroxy-tetrahydrodipicolinate synthase,f__Methanobacteriaceae,2159,GO:0008675 (2-dehydro-3-deoxy-phosphogluconate aldolase activity) [Confidence: IEA:UniProtKB-ARBA]; GO:0008840 (4-hydroxy-tetrahydrodipicolinate synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7519,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
7520,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7521,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7522,msrB,Peptide methionine sulfoxide reductase MsrB,f__Methanobacteriaceae,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
7523,malK_3,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
7524,fadB,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
7525,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7526,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7527,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
7528,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
7529,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7530,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7531,pnp,Polyribonucleotide nucleotidyltransferase,f__Methanobacteriaceae,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
7532,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7533,btuD_10,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
7534,pqqE_2,Coenzyme PQQ synthesis protein E,f__Methanobacteriaceae,2159,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0016491 (oxidoreductase activity) [Confidence: IEA:UniProtKB-ARBA]"
7535,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7536,arnC_4,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7537,malK_4,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7538,ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
7539,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
7540,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7541,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
7542,tatD_2,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0004536 (DNA nuclease activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7543,gmd,GDP-mannose 4%2C6-dehydratase,f__Methanomethylophilaceae,2517203,No GO terms found
7544,iolD_1,3D-,f__Methanomethylophilaceae,2517203,No GO terms found
7545,ruvB_2,Holliday junction ATP-dependent DNA helicase RuvB,f__Methanomethylophilaceae,2517203,No GO terms found
7546,cysO_1,Protein CysO,f__Methanomethylophilaceae,2517203,No GO terms found
7547,purE_2,N5-carboxyaminoimidazole ribonucleotide mutase,f__Methanomethylophilaceae,2517203,GO:0034023 (5-(carboxyamino)imidazole ribonucleotide mutase activity) [Confidence: IEA:UniProtKB-UniRule]
7548,mntP,manganese efflux pump MntP,f__Methanomethylophilaceae,2517203,GO:0005384 (manganese ion transmembrane transporter activity) [Confidence: IEA:UniProtKB-UniRule]
7549,uvrA,UvrABC system protein A,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
7550,btuD_13,Vitamin B12 import ATP-binding protein BtuD,f__Methanomethylophilaceae,2517203,No GO terms found
7551,mthTIM_2,Modification methylase MthTI,f__Methanomethylophilaceae,2517203,No GO terms found
7552,dapB_2,4-hydroxy-tetrahydrodipicolinate reductase,f__Methanomethylophilaceae,2517203,"GO:0008839 (4-hydroxy-tetrahydrodipicolinate reductase) [Confidence: IEA:UniProtKB-UniRule]; GO:0051287 (NAD binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0050661 (NADP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0016726 (oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor) [Confidence: IEA:UniProtKB-UniRule]"
7553,xni,Flap endonuclease Xni,f__Methanomethylophilaceae,2517203,No GO terms found
7554,htpG,Chaperone protein HtpG,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0140662 (ATP-dependent protein folding chaperone) [Confidence: IEA:InterPro]; GO:0051082 (unfolded protein binding) [Confidence: IEA:InterPro]
7555,mthTIM_3,Modification methylase MthTI,f__Methanomethylophilaceae,2517203,No GO terms found
7556,sfsA,Sugar fermentation stimulation protein,f__Methanomethylophilaceae,2517203,GO:0003677 (DNA binding) [Confidence: IEA:InterPro]
7557,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7558,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7559,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
7560,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
7561,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7562,btuD_2,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7563,hcaB,3-phenylpropionate-dihydrodiol,f__Methanobacteriaceae,2159,No GO terms found
7564,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7565,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7566,arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
7567,tatD_1,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
7568,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7569,fadB,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
7570,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
7571,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7572,malK_3,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
7573,ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
7574,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
7575,arnC_3,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7576,malK_4,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7577,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7578,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
7579,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
7580,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7581,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7582,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7583,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
7584,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7585,arnC_1,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7586,malK_2,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7587,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7588,malK_3,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
7589,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7590,rlmB,23S rRNA,f__Methanobacteriaceae,2159,GO:0003723 (RNA binding) [Confidence: IEA:InterPro]; GO:0008173 (RNA methyltransferase activity) [Confidence: IEA:InterPro]
7591,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7592,rcsC,Sensor histidine kinase RcsC,f__Methanobacteriaceae,2159,GO:0009927 (histidine phosphotransfer kinase activity) [Confidence: IEA:TreeGrafter]; GO:0000155 (phosphorelay sensor kinase activity) [Confidence: IEA:InterPro]
7593,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7594,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7595,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
7596,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
7597,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7598,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7599,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
7600,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7601,fadB,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
